study_accession	sample_accession	secondary_sample_accession	run_accession	sample_title
PRJEB13747	SAMEA3944403	ERS1131537	ERR1384282	Plate10.47
PRJEB13747	SAMEA3944181	ERS1131315	ERR1384283	High2.27
PRJEB13747	SAMEA3944076	ERS1131210	ERR1384284	High1.61
PRJEB13747	SAMEA3944969	ERS1132103	ERR1384285	Plate19.14
PRJEB13747	SAMEA3945201	ERS1132335	ERR1384286	Plate23.4
PRJEB13747	SAMEA3945151	ERS1132285	ERR1384287	Plate22.25
PRJEB13747	SAMEA3944486	ERS1131620	ERR1384288	Plate12.73
PRJEB13747	SAMEA3944510	ERS1131644	ERR1384289	Plate13.6
PRJEB13747	SAMEA3945149	ERS1132283	ERR1384290	Plate22.35
PRJEB13747	SAMEA3946266	ERS1133400	ERR1384291	Plate8.41
PRJEB13747	SAMEA3945068	ERS1132202	ERR1384292	Plate21.1
PRJEB13747	SAMEA3943973	ERS1131107	ERR1384293	Plate41.7
PRJEB13747	SAMEA3944153	ERS1131287	ERR1384294	High2.83
PRJEB13747	SAMEA3946257	ERS1133391	ERR1384295	Plate8.19
PRJEB13747	SAMEA3943381	ERS1130515	ERR1384296	Plate37.68
PRJEB13747	SAMEA3943639	ERS1130773	ERR1384297	Plate45.84
PRJEB13747	SAMEA3946318	ERS1133452	ERR1384298	Plate9.20
PRJEB13747	SAMEA3946087	ERS1133221	ERR1384299	Plate6.44
PRJEB13747	SAMEA3944926	ERS1132060	ERR1384300	Plate19.54
PRJEB13747	SAMEA3945279	ERS1132413	ERR1384301	Plate24.73
PRJEB13747	SAMEA3944713	ERS1131847	ERR1384302	Plate15.35
PRJEB13747	SAMEA3945956	ERS1133090	ERR1384303	Plate34.4
PRJEB13747	SAMEA3946290	ERS1133424	ERR1384304	Plate9.53
PRJEB13747	SAMEA3944474	ERS1131608	ERR1384305	Plate12.80
PRJEB13747	SAMEA3944974	ERS1132108	ERR1384306	Plate20.19
PRJEB13747	SAMEA3944857	ERS1131991	ERR1384307	Plate18.70
PRJEB13747	SAMEA3944090	ERS1131224	ERR1384308	High1.68
PRJEB13747	SAMEA3945749	ERS1132883	ERR1384309	Plate30.31
PRJEB13747	SAMEA3945471	ERS1132605	ERR1384310	Plate26.66
PRJEB13747	SAMEA3944795	ERS1131929	ERR1384311	Plate17.35
PRJEB13747	SAMEA3945585	ERS1132719	ERR1384312	Plate28.32
PRJEB13747	SAMEA3943425	ERS1130559	ERR1384313	Plate40.12
PRJEB13747	SAMEA3945172	ERS1132306	ERR1384314	Plate23.51
PRJEB13747	SAMEA3944671	ERS1131805	ERR1384315	Plate15.53
PRJEB13747	SAMEA3945344	ERS1132478	ERR1384316	Plate25.37
PRJEB13747	SAMEA3943648	ERS1130782	ERR1384317	Plate45.73
PRJEB13747	SAMEA3943459	ERS1130593	ERR1384318	Plate40.47
PRJEB13747	SAMEA3945578	ERS1132712	ERR1384319	Plate28.74
PRJEB13747	SAMEA3945849	ERS1132983	ERR1384320	Plate32.90
PRJEB13747	SAMEA3946162	ERS1133296	ERR1384321	Plate7.36
PRJEB13747	SAMEA3945210	ERS1132344	ERR1384322	Plate23.95
PRJEB13747	SAMEA3946092	ERS1133226	ERR1384323	Plate6.62
PRJEB13747	SAMEA3944537	ERS1131671	ERR1384324	Plate13.64
PRJEB13747	SAMEA3944750	ERS1131884	ERR1384325	Plate16.8
PRJEB13747	SAMEA3943402	ERS1130536	ERR1384326	Plate40.20
PRJEB13747	SAMEA3943462	ERS1130596	ERR1384327	Plate40.71
PRJEB13747	SAMEA3945745	ERS1132879	ERR1384328	Plate30.13
PRJEB13747	SAMEA3943995	ERS1131129	ERR1384329	Plate41.32
PRJEB13747	SAMEA3943974	ERS1131108	ERR1384330	Plate41.80
PRJEB13747	SAMEA3944411	ERS1131545	ERR1384331	Plate10.26
PRJEB13747	SAMEA3945020	ERS1132154	ERR1384332	Plate20.57
PRJEB13747	SAMEA3945626	ERS1132760	ERR1384333	Plate29.56
PRJEB13747	SAMEA3946030	ERS1133164	ERR1384334	Plate5.74
PRJEB13747	SAMEA3945466	ERS1132600	ERR1384335	Plate26.17
PRJEB13747	SAMEA3944147	ERS1131281	ERR1384336	High2.50
PRJEB13747	SAMEA3945434	ERS1132568	ERR1384337	Plate26.58
PRJEB13747	SAMEA3944534	ERS1131668	ERR1384338	Plate13.19
PRJEB13747	SAMEA3946309	ERS1133443	ERR1384339	Plate9.84
PRJEB13747	SAMEA3945046	ERS1132180	ERR1384340	Plate21.83
PRJEB13747	SAMEA3946105	ERS1133239	ERR1384341	Plate6.69
PRJEB13747	SAMEA3945776	ERS1132910	ERR1384342	Plate31.70
PRJEB13747	SAMEA3943929	ERS1131063	ERR1384343	Plate39.76
PRJEB13747	SAMEA3946076	ERS1133210	ERR1384344	Plate6.17
PRJEB13747	SAMEA3944178	ERS1131312	ERR1384345	High2.59
PRJEB13747	SAMEA3945176	ERS1132310	ERR1384346	Plate23.9
PRJEB13747	SAMEA3946185	ERS1133319	ERR1384347	Plate7.5
PRJEB13747	SAMEA3943742	ERS1130876	ERR1384348	Plate47.55
PRJEB13747	SAMEA3943976	ERS1131110	ERR1384349	Plate41.67
PRJEB13747	SAMEA3943838	ERS1130972	ERR1384350	Plate38.78
PRJEB13747	SAMEA3944324	ERS1131458	ERR1384351	Low2.46
PRJEB13747	SAMEA3944829	ERS1131963	ERR1384352	Plate17.26
PRJEB13747	SAMEA3944560	ERS1131694	ERR1384353	Plate13.50
PRJEB13747	SAMEA3944789	ERS1131923	ERR1384354	Plate17.1
PRJEB13747	SAMEA3945643	ERS1132777	ERR1384355	Plate29.50
PRJEB13747	SAMEA3944976	ERS1132110	ERR1384356	Plate20.63
PRJEB13747	SAMEA3943162	ERS1130296	ERR1384357	Plate34.2.64
PRJEB13747	SAMEA3943898	ERS1131032	ERR1384358	Plate39.42
PRJEB13747	SAMEA3946393	ERS1133527	ERR1384359	PlateRedo3.9
PRJEB13747	SAMEA3945591	ERS1132725	ERR1384360	Plate28.72
PRJEB13747	SAMEA3944876	ERS1132010	ERR1384361	Plate18.4
PRJEB13747	SAMEA3945706	ERS1132840	ERR1384362	Plate30.53
PRJEB13747	SAMEA3945271	ERS1132405	ERR1384363	Plate24.2
PRJEB13747	SAMEA3946387	ERS1133521	ERR1384364	PlateRedo1.38
PRJEB13747	SAMEA3946001	ERS1133135	ERR1384365	Plate5.88
PRJEB13747	SAMEA3944083	ERS1131217	ERR1384366	High1.50
PRJEB13747	SAMEA3946214	ERS1133348	ERR1384367	Plate7.45
PRJEB13747	SAMEA3946002	ERS1133136	ERR1384368	Plate5.30
PRJEB13747	SAMEA3946377	ERS1133511	ERR1384369	PlateRedo1.54
PRJEB13747	SAMEA3944871	ERS1132005	ERR1384370	Plate18.75
PRJEB13747	SAMEA3946336	ERS1133470	ERR1384371	Plate9.59
PRJEB13747	SAMEA3943610	ERS1130744	ERR1384372	Plate45.86
PRJEB13747	SAMEA3946203	ERS1133337	ERR1384373	Plate7.39
PRJEB13747	SAMEA3944027	ERS1131161	ERR1384374	Plate43.1
PRJEB13747	SAMEA3944174	ERS1131308	ERR1384375	High2.91
PRJEB13747	SAMEA3946135	ERS1133269	ERR1384376	Plate6.54
PRJEB13747	SAMEA3944228	ERS1131362	ERR1384377	Low1.78
PRJEB13747	SAMEA3943689	ERS1130823	ERR1384378	Plate46.29
PRJEB13747	SAMEA3944554	ERS1131688	ERR1384379	Plate13.18
PRJEB13747	SAMEA3943718	ERS1130852	ERR1384380	Plate46.31
PRJEB13747	SAMEA3944769	ERS1131903	ERR1384381	Plate16.22
PRJEB13747	SAMEA3945263	ERS1132397	ERR1384382	Plate24.16
PRJEB13747	SAMEA3945440	ERS1132574	ERR1384383	Plate26.14
PRJEB13747	SAMEA3945770	ERS1132904	ERR1384384	Plate31.18
PRJEB13747	SAMEA3945423	ERS1132557	ERR1384385	Plate26.4
PRJEB13747	SAMEA3946343	ERS1133477	ERR1384386	PlateRedo1.75
PRJEB13747	SAMEA3944367	ERS1131501	ERR1384387	Plate10.13
PRJEB13747	SAMEA3945193	ERS1132327	ERR1384388	Plate23.13
PRJEB13747	SAMEA3943352	ERS1130486	ERR1384389	Plate37.16
PRJEB13747	SAMEA3944786	ERS1131920	ERR1384390	Plate16.64
PRJEB13747	SAMEA3943531	ERS1130665	ERR1384391	Plate42.29
PRJEB13747	SAMEA3943418	ERS1130552	ERR1384392	Plate40.64
PRJEB13747	SAMEA3945835	ERS1132969	ERR1384393	Plate31.14
PRJEB13747	SAMEA3944581	ERS1131715	ERR1384394	Plate14.77
PRJEB13747	SAMEA3943382	ERS1130516	ERR1384395	Plate37.32
PRJEB13747	SAMEA3944326	ERS1131460	ERR1384396	Low2.3
PRJEB13747	SAMEA3945424	ERS1132558	ERR1384397	Plate26.5
PRJEB13747	SAMEA3943114	ERS1130248	ERR1384398	Plate34.2.48
PRJEB13747	SAMEA3943215	ERS1130349	ERR1384399	Plate35.10
PRJEB13747	SAMEA3946173	ERS1133307	ERR1384400	Plate7.21
PRJEB13747	SAMEA3946236	ERS1133370	ERR1384401	Plate8.57
PRJEB13747	SAMEA3943502	ERS1130636	ERR1384402	Plate42.30
PRJEB13747	SAMEA3944459	ERS1131593	ERR1384403	Plate12.4
PRJEB13747	SAMEA3944705	ERS1131839	ERR1384404	Plate15.19
PRJEB13747	SAMEA3946267	ERS1133401	ERR1384405	Plate8.39
PRJEB13747	SAMEA3944393	ERS1131527	ERR1384406	Plate10.2
PRJEB13747	SAMEA3943892	ERS1131026	ERR1384407	Plate39.47
PRJEB13747	SAMEA3945340	ERS1132474	ERR1384408	Plate25.2
PRJEB13747	SAMEA3946031	ERS1133165	ERR1384409	Plate5.79
PRJEB13747	SAMEA3943463	ERS1130597	ERR1384410	Plate40.13
PRJEB13747	SAMEA3944113	ERS1131247	ERR1384411	High1.84
PRJEB13747	SAMEA3943303	ERS1130437	ERR1384412	Plate36.23
PRJEB13747	SAMEA3943470	ERS1130604	ERR1384413	Plate40.90
PRJEB13747	SAMEA3943257	ERS1130391	ERR1384414	Plate35.35
PRJEB13747	SAMEA3944156	ERS1131290	ERR1384415	High2.56
PRJEB13747	SAMEA3945596	ERS1132730	ERR1384416	Plate28.41
PRJEB13747	SAMEA3944075	ERS1131209	ERR1384417	High1.56
PRJEB13747	SAMEA3946014	ERS1133148	ERR1384418	Plate5.94
PRJEB13747	SAMEA3944948	ERS1132082	ERR1384419	Plate19.46
PRJEB13747	SAMEA3945676	ERS1132810	ERR1384420	Plate29.13
PRJEB13747	SAMEA3946060	ERS1133194	ERR1384421	Plate5.43
PRJEB13747	SAMEA3945231	ERS1132365	ERR1384422	Plate23.71
PRJEB13747	SAMEA3946383	ERS1133517	ERR1384423	PlateRedo1.16
PRJEB13747	SAMEA3945159	ERS1132293	ERR1384424	Plate22.34
PRJEB13747	SAMEA3943836	ERS1130970	ERR1384425	Plate38.76
PRJEB13747	SAMEA3945289	ERS1132423	ERR1384426	Plate24.64
PRJEB13747	SAMEA3944797	ERS1131931	ERR1384427	Plate17.47
PRJEB13747	SAMEA3945185	ERS1132319	ERR1384428	Plate23.12
PRJEB13747	SAMEA3944347	ERS1131481	ERR1384429	Low2.8
PRJEB13747	SAMEA3946271	ERS1133405	ERR1384430	Plate8.72
PRJEB13747	SAMEA3944617	ERS1131751	ERR1384431	Plate14.40
PRJEB13747	SAMEA3944521	ERS1131655	ERR1384432	Plate13.33
PRJEB13747	SAMEA3943254	ERS1130388	ERR1384433	Plate35.23
PRJEB13747	SAMEA3945190	ERS1132324	ERR1384434	Plate23.78
PRJEB13747	SAMEA3944336	ERS1131470	ERR1384435	Low2.79
PRJEB13747	SAMEA3944139	ERS1131273	ERR1384436	High2.60
PRJEB13747	SAMEA3944441	ERS1131575	ERR1384437	Plate11.19
PRJEB13747	SAMEA3945007	ERS1132141	ERR1384438	Plate20.12
PRJEB13747	SAMEA3945407	ERS1132541	ERR1384439	Plate26.31
PRJEB13747	SAMEA3944614	ERS1131748	ERR1384440	Plate14.80
PRJEB13747	SAMEA3945141	ERS1132275	ERR1384441	Plate22.45
PRJEB13747	SAMEA3946321	ERS1133455	ERR1384442	Plate9.72
PRJEB13747	SAMEA3943790	ERS1130924	ERR1384443	Plate47.66
PRJEB13747	SAMEA3943276	ERS1130410	ERR1384444	Plate36.52
PRJEB13747	SAMEA3944618	ERS1131752	ERR1384445	Plate14.44
PRJEB13747	SAMEA3943119	ERS1130253	ERR1384446	Plate34.2.24
PRJEB13747	SAMEA3945683	ERS1132817	ERR1384447	Plate29.55
PRJEB13747	SAMEA3945022	ERS1132156	ERR1384448	Plate20.78
PRJEB13747	SAMEA3944425	ERS1131559	ERR1384449	Plate11.73
PRJEB13747	SAMEA3943801	ERS1130935	ERR1384450	Plate37.42
PRJEB13747	SAMEA3943398	ERS1130532	ERR1384451	Plate40.86
PRJEB13747	SAMEA3945082	ERS1132216	ERR1384452	Plate21.69
PRJEB13747	SAMEA3944370	ERS1131504	ERR1384453	Plate10.10
PRJEB13747	SAMEA3943854	ERS1130988	ERR1384454	Plate38.90
PRJEB13747	SAMEA3943588	ERS1130722	ERR1384455	Plate45.30
PRJEB13747	SAMEA3944987	ERS1132121	ERR1384456	Plate20.36
PRJEB13747	SAMEA3944022	ERS1131156	ERR1384457	Plate41.47
PRJEB13747	SAMEA3944951	ERS1132085	ERR1384458	Plate19.50
PRJEB13747	SAMEA3945290	ERS1132424	ERR1384459	Plate24.1
PRJEB13747	SAMEA3943594	ERS1130728	ERR1384460	Plate45.37
PRJEB13747	SAMEA3945904	ERS1133038	ERR1384461	Plate33.24
PRJEB13747	SAMEA3943575	ERS1130709	ERR1384462	Plate44.30
PRJEB13747	SAMEA3945054	ERS1132188	ERR1384463	Plate21.10
PRJEB13747	SAMEA3943174	ERS1130308	ERR1384464	Plate34.2.58
PRJEB13747	SAMEA3945131	ERS1132265	ERR1384465	Plate22.1
PRJEB13747	SAMEA3946037	ERS1133171	ERR1384466	Plate5.50
PRJEB13747	SAMEA3943139	ERS1130273	ERR1384467	Plate34.2.59
PRJEB13747	SAMEA3944291	ERS1131425	ERR1384468	Low2.35
PRJEB13747	SAMEA3944833	ERS1131967	ERR1384469	Plate17.33
PRJEB13747	SAMEA3943284	ERS1130418	ERR1384470	Plate36.58
PRJEB13747	SAMEA3945888	ERS1133022	ERR1384471	Plate32.34
PRJEB13747	SAMEA3944450	ERS1131584	ERR1384472	Plate12.46
PRJEB13747	SAMEA3943901	ERS1131035	ERR1384473	Plate39.12
PRJEB13747	SAMEA3945197	ERS1132331	ERR1384474	Plate23.26
PRJEB13747	SAMEA3944550	ERS1131684	ERR1384475	Plate13.1
PRJEB13747	SAMEA3945627	ERS1132761	ERR1384476	Plate29.92
PRJEB13747	SAMEA3943738	ERS1130872	ERR1384477	Plate47.75
PRJEB13747	SAMEA3943845	ERS1130979	ERR1384478	Plate38.62
PRJEB13747	SAMEA3945564	ERS1132698	ERR1384479	Plate28.50
PRJEB13747	SAMEA3944708	ERS1131842	ERR1384480	Plate15.16
PRJEB13747	SAMEA3944585	ERS1131719	ERR1384481	Plate14.90
PRJEB13747	SAMEA3943881	ERS1131015	ERR1384482	Plate38.48
PRJEB13747	SAMEA3944861	ERS1131995	ERR1384483	Plate18.71
PRJEB13747	SAMEA3946163	ERS1133297	ERR1384484	Plate7.42
PRJEB13747	SAMEA3945129	ERS1132263	ERR1384485	Plate22.73
PRJEB13747	SAMEA3944416	ERS1131550	ERR1384486	Plate11.16
PRJEB13747	SAMEA3945269	ERS1132403	ERR1384487	Plate24.78
PRJEB13747	SAMEA3945762	ERS1132896	ERR1384488	Plate30.81
PRJEB13747	SAMEA3944814	ERS1131948	ERR1384489	Plate17.16
PRJEB13747	SAMEA3943324	ERS1130458	ERR1384490	Plate36.43
PRJEB13747	SAMEA3946288	ERS1133422	ERR1384491	Plate8.53
PRJEB13747	SAMEA3944672	ERS1131806	ERR1384492	Plate15.47
PRJEB13747	SAMEA3944442	ERS1131576	ERR1384493	Plate11.33
PRJEB13747	SAMEA3944873	ERS1132007	ERR1384494	Plate18.44
PRJEB13747	SAMEA3945766	ERS1132900	ERR1384495	Plate31.57
PRJEB13747	SAMEA3944941	ERS1132075	ERR1384496	Plate19.84
PRJEB13747	SAMEA3944884	ERS1132018	ERR1384497	Plate18.37
PRJEB13747	SAMEA3945642	ERS1132776	ERR1384498	Plate29.93
PRJEB13747	SAMEA3944580	ERS1131714	ERR1384499	Plate14.48
PRJEB13747	SAMEA3945458	ERS1132592	ERR1384500	Plate26.62
PRJEB13747	SAMEA3943708	ERS1130842	ERR1384501	Plate46.75
PRJEB13747	SAMEA3944590	ERS1131724	ERR1384502	Plate14.19
PRJEB13747	SAMEA3946341	ERS1133475	ERR1384503	Plate9.37
PRJEB13747	SAMEA3943887	ERS1131021	ERR1384504	Plate39.34
PRJEB13747	SAMEA3944451	ERS1131585	ERR1384505	Plate12.11
PRJEB13747	SAMEA3943652	ERS1130786	ERR1384506	Plate45.52
PRJEB13747	SAMEA3945780	ERS1132914	ERR1384507	Plate31.51
PRJEB13747	SAMEA3944216	ERS1131350	ERR1384508	Low1.44
PRJEB13747	SAMEA3944628	ERS1131762	ERR1384509	Plate14.75
PRJEB13747	SAMEA3945587	ERS1132721	ERR1384510	Plate28.4
PRJEB13747	SAMEA3945791	ERS1132925	ERR1384511	Plate31.76
PRJEB13747	SAMEA3946335	ERS1133469	ERR1384512	Plate9.64
PRJEB13747	SAMEA3946265	ERS1133399	ERR1384513	Plate8.91
PRJEB13747	SAMEA3944629	ERS1131763	ERR1384514	Plate14.67
PRJEB13747	SAMEA3945711	ERS1132845	ERR1384515	Plate30.61
PRJEB13747	SAMEA3944630	ERS1131764	ERR1384516	Plate14.93
PRJEB13747	SAMEA3946396	ERS1133530	ERR1384517	PlateRedo3.38
PRJEB13747	SAMEA3943882	ERS1131016	ERR1384518	Plate38.53
PRJEB13747	SAMEA3943944	ERS1131078	ERR1384519	Plate39.70
PRJEB13747	SAMEA3944509	ERS1131643	ERR1384520	Plate13.73
PRJEB13747	SAMEA3946382	ERS1133516	ERR1384521	PlateRedo1.10
PRJEB13747	SAMEA3945398	ERS1132532	ERR1384522	Plate25.51
PRJEB13747	SAMEA3945045	ERS1132179	ERR1384523	Plate21.68
PRJEB13747	SAMEA3944188	ERS1131322	ERR1384524	High2.51
PRJEB13747	SAMEA3946208	ERS1133342	ERR1384525	Plate7.67
PRJEB13747	SAMEA3943743	ERS1130877	ERR1384526	Plate47.54
PRJEB13747	SAMEA3943520	ERS1130654	ERR1384527	Plate42.10
PRJEB13747	SAMEA3945697	ERS1132831	ERR1384528	Plate30.77
PRJEB13747	SAMEA3944689	ERS1131823	ERR1384529	Plate15.64
PRJEB13747	SAMEA3945366	ERS1132500	ERR1384530	Plate25.56
PRJEB13747	SAMEA3945182	ERS1132316	ERR1384531	Plate23.91
PRJEB13747	SAMEA3945097	ERS1132231	ERR1384532	Plate21.96
PRJEB13747	SAMEA3946317	ERS1133451	ERR1384533	Plate9.40
PRJEB13747	SAMEA3946314	ERS1133448	ERR1384534	Plate9.27
PRJEB13747	SAMEA3945120	ERS1132254	ERR1384535	Plate22.94
PRJEB13747	SAMEA3944320	ERS1131454	ERR1384536	Low2.6
PRJEB13747	SAMEA3945179	ERS1132313	ERR1384537	Plate23.59
PRJEB13747	SAMEA3943275	ERS1130409	ERR1384538	Plate36.53
PRJEB13747	SAMEA3943975	ERS1131109	ERR1384539	Plate41.71
PRJEB13747	SAMEA3944343	ERS1131477	ERR1384540	Low2.78
PRJEB13747	SAMEA3944421	ERS1131555	ERR1384541	Plate11.23
PRJEB13747	SAMEA3943331	ERS1130465	ERR1384542	Plate37.67
PRJEB13747	SAMEA3943884	ERS1131018	ERR1384543	Plate38.13
PRJEB13747	SAMEA3943758	ERS1130892	ERR1384544	Plate47.26
PRJEB13747	SAMEA3946289	ERS1133423	ERR1384545	Plate8.51
PRJEB13747	SAMEA3945335	ERS1132469	ERR1384546	Plate25.21
PRJEB13747	SAMEA3943419	ERS1130553	ERR1384547	Plate40.45
PRJEB13747	SAMEA3945309	ERS1132443	ERR1384548	Plate24.68
PRJEB13747	SAMEA3945934	ERS1133068	ERR1384549	Plate33.33
PRJEB13747	SAMEA3944748	ERS1131882	ERR1384550	Plate16.58
PRJEB13747	SAMEA3944471	ERS1131605	ERR1384551	Plate12.31
PRJEB13747	SAMEA3944126	ERS1131260	ERR1384552	High1.86
PRJEB13747	SAMEA3944583	ERS1131717	ERR1384553	Plate14.83
PRJEB13747	SAMEA3943396	ERS1130530	ERR1384554	Plate37.28
PRJEB13747	SAMEA3946391	ERS1133525	ERR1384555	PlateRedo3.29
PRJEB13747	SAMEA3943729	ERS1130863	ERR1384556	Plate46.41
PRJEB13747	SAMEA3945062	ERS1132196	ERR1384557	Plate21.42
PRJEB13747	SAMEA3945718	ERS1132852	ERR1384558	Plate30.29
PRJEB13747	SAMEA3946143	ERS1133277	ERR1384559	Plate6.53
PRJEB13747	SAMEA3943177	ERS1130311	ERR1384560	Plate34.2.31
PRJEB13747	SAMEA3945618	ERS1132752	ERR1384561	Plate29.94
PRJEB13747	SAMEA3944619	ERS1131753	ERR1384562	Plate14.60
PRJEB13747	SAMEA3943557	ERS1130691	ERR1384563	Plate44.44
PRJEB13747	SAMEA3946019	ERS1133153	ERR1384564	Plate5.56
PRJEB13747	SAMEA3945117	ERS1132251	ERR1384565	Plate21.37
PRJEB13747	SAMEA3946244	ERS1133378	ERR1384566	Plate8.21
PRJEB13747	SAMEA3944144	ERS1131278	ERR1384567	High2.76
PRJEB13747	SAMEA3943513	ERS1130647	ERR1384568	Plate42.26
PRJEB13747	SAMEA3946024	ERS1133158	ERR1384569	Plate5.83
PRJEB13747	SAMEA3943212	ERS1130346	ERR1384570	Plate35.29
PRJEB13747	SAMEA3944309	ERS1131443	ERR1384571	Low2.40
PRJEB13747	SAMEA3945358	ERS1132492	ERR1384572	Plate25.30
PRJEB13747	SAMEA3943684	ERS1130818	ERR1384573	Plate46.83
PRJEB13747	SAMEA3945731	ERS1132865	ERR1384574	Plate30.11
PRJEB13747	SAMEA3945114	ERS1132248	ERR1384575	Plate21.39
PRJEB13747	SAMEA3944843	ERS1131977	ERR1384576	Plate17.84
PRJEB13747	SAMEA3943156	ERS1130290	ERR1384577	Plate34.2.82
PRJEB13747	SAMEA3943378	ERS1130512	ERR1384578	Plate37.27
PRJEB13747	SAMEA3945621	ERS1132755	ERR1384579	Plate29.40
PRJEB13747	SAMEA3945686	ERS1132820	ERR1384580	Plate30.40
PRJEB13747	SAMEA3943773	ERS1130907	ERR1384581	Plate47.62
PRJEB13747	SAMEA3945920	ERS1133054	ERR1384582	Plate33.44
PRJEB13747	SAMEA3944067	ERS1131201	ERR1384583	High1.78
PRJEB13747	SAMEA3944654	ERS1131788	ERR1384584	Plate15.52
PRJEB13747	SAMEA3943667	ERS1130801	ERR1384585	Plate46.24
PRJEB13747	SAMEA3943611	ERS1130745	ERR1384586	Plate45.87
PRJEB13747	SAMEA3945880	ERS1133014	ERR1384587	Plate32.58
PRJEB13747	SAMEA3946095	ERS1133229	ERR1384588	Plate6.75
PRJEB13747	SAMEA3943326	ERS1130460	ERR1384589	Plate36.69
PRJEB13747	SAMEA3943819	ERS1130953	ERR1384590	Plate38.33
PRJEB13747	SAMEA3944862	ERS1131996	ERR1384591	Plate18.39
PRJEB13747	SAMEA3944473	ERS1131607	ERR1384592	Plate12.76
PRJEB13747	SAMEA3945969	ERS1133103	ERR1384593	Plate34.39
PRJEB13747	SAMEA3945142	ERS1132276	ERR1384594	Plate22.55
PRJEB13747	SAMEA3944681	ERS1131815	ERR1384595	Plate15.13
PRJEB13747	SAMEA3943867	ERS1131001	ERR1384596	Plate38.66
PRJEB13747	SAMEA3944161	ERS1131295	ERR1384597	High2.21
PRJEB13747	SAMEA3944935	ERS1132069	ERR1384598	Plate19.47
PRJEB13747	SAMEA3945924	ERS1133058	ERR1384599	Plate33.49
PRJEB13747	SAMEA3943907	ERS1131041	ERR1384600	Plate39.10
PRJEB13747	SAMEA3945291	ERS1132425	ERR1384601	Plate24.30
PRJEB13747	SAMEA3944380	ERS1131514	ERR1384602	Plate10.72
PRJEB13747	SAMEA3944551	ERS1131685	ERR1384603	Plate13.93
PRJEB13747	SAMEA3944719	ERS1131853	ERR1384604	Plate15.8
PRJEB13747	SAMEA3945102	ERS1132236	ERR1384605	Plate21.72
PRJEB13747	SAMEA3943279	ERS1130413	ERR1384606	Plate36.19
PRJEB13747	SAMEA3945242	ERS1132376	ERR1384607	Plate23.57
PRJEB13747	SAMEA3946330	ERS1133464	ERR1384608	Plate9.1
PRJEB13747	SAMEA3945496	ERS1132630	ERR1384609	Plate27.41
PRJEB13747	SAMEA3943726	ERS1130860	ERR1384610	Plate46.8
PRJEB13747	SAMEA3944867	ERS1132001	ERR1384611	Plate18.54
PRJEB13747	SAMEA3943685	ERS1130819	ERR1384612	Plate46.73
PRJEB13747	SAMEA3946131	ERS1133265	ERR1384613	Plate6.10
PRJEB13747	SAMEA3943168	ERS1130302	ERR1384614	Plate34.2.53
PRJEB13747	SAMEA3943691	ERS1130825	ERR1384615	Plate46.57
PRJEB13747	SAMEA3945860	ERS1132994	ERR1384616	Plate32.40
PRJEB13747	SAMEA3945953	ERS1133087	ERR1384617	Plate34.20
PRJEB13747	SAMEA3943134	ERS1130268	ERR1384618	Plate34.2.67
PRJEB13747	SAMEA3944168	ERS1131302	ERR1384619	High2.41
PRJEB13747	SAMEA3943543	ERS1130677	ERR1384620	Plate44.5
PRJEB13747	SAMEA3944253	ERS1131387	ERR1384621	Low1.77
PRJEB13747	SAMEA3944675	ERS1131809	ERR1384622	Plate15.76
PRJEB13747	SAMEA3943919	ERS1131053	ERR1384623	Plate39.62
PRJEB13747	SAMEA3944443	ERS1131577	ERR1384624	Plate11.78
PRJEB13747	SAMEA3945637	ERS1132771	ERR1384625	Plate29.30
PRJEB13747	SAMEA3944078	ERS1131212	ERR1384626	High1.63
PRJEB13747	SAMEA3943935	ERS1131069	ERR1384627	Plate39.74
PRJEB13747	SAMEA3943766	ERS1130900	ERR1384628	Plate47.8
PRJEB13747	SAMEA3945436	ERS1132570	ERR1384629	Plate26.34
PRJEB13747	SAMEA3946256	ERS1133390	ERR1384630	Plate8.43
PRJEB13747	SAMEA3944103	ERS1131237	ERR1384631	High1.26
PRJEB13747	SAMEA3945779	ERS1132913	ERR1384632	Plate31.19
PRJEB13747	SAMEA3946238	ERS1133372	ERR1384633	Plate8.94
PRJEB13747	SAMEA3945312	ERS1132446	ERR1384634	Plate24.56
PRJEB13747	SAMEA3943194	ERS1130328	ERR1384635	Plate35.16
PRJEB13747	SAMEA3944440	ERS1131574	ERR1384636	Plate11.36
PRJEB13747	SAMEA3943169	ERS1130303	ERR1384637	Plate34.2.52
PRJEB13747	SAMEA3944984	ERS1132118	ERR1384638	Plate20.90
PRJEB13747	SAMEA3944519	ERS1131653	ERR1384639	Plate13.67
PRJEB13747	SAMEA3945933	ERS1133067	ERR1384640	Plate33.34
PRJEB13747	SAMEA3946070	ERS1133204	ERR1384641	Plate6.9
PRJEB13747	SAMEA3945432	ERS1132566	ERR1384642	Plate26.90
PRJEB13747	SAMEA3946249	ERS1133383	ERR1384643	Plate8.84
PRJEB13747	SAMEA3944558	ERS1131692	ERR1384644	Plate13.24
PRJEB13747	SAMEA3943319	ERS1130453	ERR1384645	Plate36.75
PRJEB13747	SAMEA3943350	ERS1130484	ERR1384646	Plate37.12
PRJEB13747	SAMEA3943859	ERS1130993	ERR1384647	Plate38.42
PRJEB13747	SAMEA3945305	ERS1132439	ERR1384648	Plate24.85
